weighting,variable_x,variable_y,pairwise_n,correlation
observation,reported_weeks_on_chart,emotion_gratitude,64426,-0.02669967126
observation,reported_weeks_on_chart,emotion_grief,64426,-0.009780755763
observation,reported_weeks_on_chart,emotion_joy,64426,-0.008036195429
observation,reported_weeks_on_chart,emotion_love,64426,0.005335362921
observation,reported_weeks_on_chart,emotion_nervousness,64426,0.01833449414
observation,reported_weeks_on_chart,emotion_optimism,64426,0.02542759201
observation,reported_weeks_on_chart,emotion_pride,64426,-0.0007626349238
observation,reported_weeks_on_chart,emotion_realization,64426,0.002481693871
observation,reported_weeks_on_chart,emotion_relief,64426,-0.01137875709
observation,reported_weeks_on_chart,emotion_remorse,64426,-0.0009322367453
observation,reported_weeks_on_chart,emotion_sadness,64426,-0.006526492487
observation,reported_weeks_on_chart,emotion_surprise,64426,0.02102806565
observation,reported_weeks_on_chart,emotion_neutral,64426,-0.01044594581
observation,reported_weeks_on_chart,sentiment_negative,64426,0.008911933682
observation,reported_weeks_on_chart,sentiment_neutral,64426,0.01554675995
observation,reported_weeks_on_chart,sentiment_positive,64426,-0.006649351849
observation,best_chart_rank,weekly_observation_count,81797,-0.6517310374
observation,best_chart_rank,chart_weeks,81797,-0.6517309359
observation,best_chart_rank,total_chart_points,81797,-0.8773617726
observation,best_chart_rank,snapshot_months_selected,81797,-0.6334473329
observation,best_chart_rank,mb_duration_median_seconds,67313,-0.03672613541
observation,best_chart_rank,ll_sexual_content,64422,-0.04114800369
observation,best_chart_rank,ll_violence,64422,0.006293937391
observation,best_chart_rank,ll_explicit_language,64422,0.006320101817
observation,best_chart_rank,ll_substance_use,64422,0.04552898783
observation,best_chart_rank,detox_toxicity,64426,-0.01587492323
observation,best_chart_rank,detox_severe_toxicity,64426,-0.01508040332
observation,best_chart_rank,detox_obscene,64426,-0.02381579609
observation,best_chart_rank,detox_threat,64426,-0.0200424926
observation,best_chart_rank,detox_insult,64426,-0.006964438715
observation,best_chart_rank,detox_identity_attack,64426,0.008149981275
observation,best_chart_rank,detox_sexual_explicit,64426,-0.02711932251
observation,best_chart_rank,emotion_admiration,64426,-0.03875616397
observation,best_chart_rank,emotion_amusement,64426,-0.02277219362
observation,best_chart_rank,emotion_anger,64426,-0.01483116464
observation,best_chart_rank,emotion_annoyance,64426,0.01337756958
observation,best_chart_rank,emotion_approval,64426,-0.01964492577
observation,best_chart_rank,emotion_caring,64426,-0.03690322216
observation,best_chart_rank,emotion_confusion,64426,-0.05688083215
observation,best_chart_rank,emotion_curiosity,64426,-0.0731669559
observation,best_chart_rank,emotion_desire,64426,-0.04035980256
observation,best_chart_rank,emotion_disappointment,64426,-0.001424596404
observation,best_chart_rank,emotion_disapproval,64426,0.006539850838
observation,best_chart_rank,emotion_disgust,64426,-0.009577544132
observation,best_chart_rank,emotion_embarrassment,64426,-0.01178983562
observation,best_chart_rank,emotion_excitement,64426,-0.06588424173
observation,best_chart_rank,emotion_fear,64426,-0.04658747647
observation,best_chart_rank,emotion_gratitude,64426,3.209472003e-05
observation,best_chart_rank,emotion_grief,64426,-0.02187454191
observation,best_chart_rank,emotion_joy,64426,-0.04255907894
observation,best_chart_rank,emotion_love,64426,-0.05535817597
observation,best_chart_rank,emotion_nervousness,64426,-0.04669902156
observation,best_chart_rank,emotion_optimism,64426,-0.02763781508
observation,best_chart_rank,emotion_pride,64426,-0.01651233531
observation,best_chart_rank,emotion_realization,64426,0.006771404388
observation,best_chart_rank,emotion_relief,64426,-0.02004109253
observation,best_chart_rank,emotion_remorse,64426,-0.02517180821
observation,best_chart_rank,emotion_sadness,64426,-0.01455769776
observation,best_chart_rank,emotion_surprise,64426,-0.05411135203
observation,best_chart_rank,emotion_neutral,64426,0.04852966953
observation,best_chart_rank,sentiment_negative,64426,0.04716941367
observation,best_chart_rank,sentiment_neutral,64426,-0.0003034545968
observation,best_chart_rank,sentiment_positive,64426,-0.0516027926
observation,weekly_observation_count,chart_weeks,81797,0.9999993557
observation,weekly_observation_count,total_chart_points,81797,0.9015113732
observation,weekly_observation_count,snapshot_months_selected,81797,0.9693936269
observation,weekly_observation_count,mb_duration_median_seconds,67313,0.1745667321
observation,weekly_observation_count,ll_sexual_content,64422,0.09846741517
observation,weekly_observation_count,ll_violence,64422,0.07363035779
observation,weekly_observation_count,ll_explicit_language,64422,0.1560036791
observation,weekly_observation_count,ll_substance_use,64422,0.1206740777
observation,weekly_observation_count,detox_toxicity,64426,0.1464212103
observation,weekly_observation_count,detox_severe_toxicity,64426,0.1558369102
observation,weekly_observation_count,detox_obscene,64426,0.1744502557
observation,weekly_observation_count,detox_threat,64426,0.1493279176
observation,weekly_observation_count,detox_insult,64426,0.1198210412
observation,weekly_observation_count,detox_identity_attack,64426,0.1035088253
observation,weekly_observation_count,detox_sexual_explicit,64426,0.1455911246
observation,weekly_observation_count,emotion_admiration,64426,-0.003703650296
observation,weekly_observation_count,emotion_amusement,64426,0.01217113305
observation,weekly_observation_count,emotion_anger,64426,0.06947564514
observation,weekly_observation_count,emotion_annoyance,64426,0.07565664956
observation,weekly_observation_count,emotion_approval,64426,0.0306345489
observation,weekly_observation_count,emotion_caring,64426,0.0008493519552
observation,weekly_observation_count,emotion_confusion,64426,0.07461458334
observation,weekly_observation_count,emotion_curiosity,64426,0.0752765741
observation,weekly_observation_count,emotion_desire,64426,0.04422028578
observation,weekly_observation_count,emotion_disappointment,64426,0.02012992894
observation,weekly_observation_count,emotion_disapproval,64426,0.04509246186
observation,weekly_observation_count,emotion_disgust,64426,0.05864967265
observation,weekly_observation_count,emotion_embarrassment,64426,0.03455358985
observation,weekly_observation_count,emotion_excitement,64426,0.02775496347
observation,weekly_observation_count,emotion_fear,64426,0.03402450179
observation,weekly_observation_count,emotion_gratitude,64426,-0.05207815595
observation,weekly_observation_count,emotion_grief,64426,-0.02306840209
observation,weekly_observation_count,emotion_joy,64426,-0.02155059708
observation,weekly_observation_count,emotion_love,64426,-0.0009790717314
observation,weekly_observation_count,emotion_nervousness,64426,0.02479366472
observation,weekly_observation_count,emotion_optimism,64426,0.03739649047
observation,weekly_observation_count,emotion_pride,64426,-0.004870195055
observation,weekly_observation_count,emotion_realization,64426,-0.0004551304812
observation,weekly_observation_count,emotion_relief,64426,-0.02746563427
observation,weekly_observation_count,emotion_remorse,64426,-0.00918775217
observation,weekly_observation_count,emotion_sadness,64426,-0.01549784621
observation,weekly_observation_count,emotion_surprise,64426,0.03266220769
observation,weekly_observation_count,emotion_neutral,64426,-0.01166671584
observation,weekly_observation_count,sentiment_negative,64426,0.02142953961
observation,weekly_observation_count,sentiment_neutral,64426,0.03637603406
observation,weekly_observation_count,sentiment_positive,64426,-0.0212320336
observation,chart_weeks,total_chart_points,81797,0.9015117126
observation,chart_weeks,snapshot_months_selected,81797,0.9693943846
observation,chart_weeks,mb_duration_median_seconds,67313,0.1745674084
observation,chart_weeks,ll_sexual_content,64422,0.09846741517
observation,chart_weeks,ll_violence,64422,0.07363035779
observation,chart_weeks,ll_explicit_language,64422,0.1560036791
observation,chart_weeks,ll_substance_use,64422,0.1206740777
observation,chart_weeks,detox_toxicity,64426,0.1464212103
observation,chart_weeks,detox_severe_toxicity,64426,0.1558369102
observation,chart_weeks,detox_obscene,64426,0.1744502557
observation,chart_weeks,detox_threat,64426,0.1493279176
observation,chart_weeks,detox_insult,64426,0.1198210412
observation,chart_weeks,detox_identity_attack,64426,0.1035088253
observation,chart_weeks,detox_sexual_explicit,64426,0.1455911246
observation,chart_weeks,emotion_admiration,64426,-0.003703650296
observation,chart_weeks,emotion_amusement,64426,0.01217113305
observation,chart_weeks,emotion_anger,64426,0.06947564514
observation,chart_weeks,emotion_annoyance,64426,0.07565664956
observation,chart_weeks,emotion_approval,64426,0.0306345489
observation,chart_weeks,emotion_caring,64426,0.0008493519552
observation,chart_weeks,emotion_confusion,64426,0.07461458334
observation,chart_weeks,emotion_curiosity,64426,0.0752765741
observation,chart_weeks,emotion_desire,64426,0.04422028578
observation,chart_weeks,emotion_disappointment,64426,0.02012992894
observation,chart_weeks,emotion_disapproval,64426,0.04509246186
observation,chart_weeks,emotion_disgust,64426,0.05864967265
observation,chart_weeks,emotion_embarrassment,64426,0.03455358985
observation,chart_weeks,emotion_excitement,64426,0.02775496347
observation,chart_weeks,emotion_fear,64426,0.03402450179
observation,chart_weeks,emotion_gratitude,64426,-0.05207815595
observation,chart_weeks,emotion_grief,64426,-0.02306840209
observation,chart_weeks,emotion_joy,64426,-0.02155059708
observation,chart_weeks,emotion_love,64426,-0.0009790717314
observation,chart_weeks,emotion_nervousness,64426,0.02479366472
observation,chart_weeks,emotion_optimism,64426,0.03739649047
observation,chart_weeks,emotion_pride,64426,-0.004870195055
observation,chart_weeks,emotion_realization,64426,-0.0004551304812
observation,chart_weeks,emotion_relief,64426,-0.02746563427
observation,chart_weeks,emotion_remorse,64426,-0.00918775217
observation,chart_weeks,emotion_sadness,64426,-0.01549784621
observation,chart_weeks,emotion_surprise,64426,0.03266220769
observation,chart_weeks,emotion_neutral,64426,-0.01166671584
observation,chart_weeks,sentiment_negative,64426,0.02142953961
observation,chart_weeks,sentiment_neutral,64426,0.03637603406
observation,chart_weeks,sentiment_positive,64426,-0.0212320336
observation,total_chart_points,snapshot_months_selected,81797,0.8759023074
observation,total_chart_points,mb_duration_median_seconds,67313,0.1128219806
observation,total_chart_points,ll_sexual_content,64422,0.06866581208
observation,total_chart_points,ll_violence,64422,0.03242527038
observation,total_chart_points,ll_explicit_language,64422,0.07717463793
observation,total_chart_points,ll_substance_use,64422,0.0352004896
observation,total_chart_points,detox_toxicity,64426,0.08204390197
observation,total_chart_points,detox_severe_toxicity,64426,0.08504059983
observation,total_chart_points,detox_obscene,64426,0.1010816921
observation,total_chart_points,detox_threat,64426,0.08768002202
observation,total_chart_points,detox_insult,64426,0.06322821446
observation,total_chart_points,detox_identity_attack,64426,0.04252535598
observation,total_chart_points,detox_sexual_explicit,64426,0.08620403471
observation,total_chart_points,emotion_admiration,64426,0.02163588857
observation,total_chart_points,emotion_amusement,64426,0.01452500274
observation,total_chart_points,emotion_anger,64426,0.04457238204
observation,total_chart_points,emotion_annoyance,64426,0.03112522058
observation,total_chart_points,emotion_approval,64426,0.03020157321
observation,total_chart_points,emotion_caring,64426,0.02836510206
observation,total_chart_points,emotion_confusion,64426,0.07106340209
observation,total_chart_points,emotion_curiosity,64426,0.08119989303
observation,total_chart_points,emotion_desire,64426,0.05572018114
observation,total_chart_points,emotion_disappointment,64426,0.01425118476
observation,total_chart_points,emotion_disapproval,64426,0.02119229469
observation,total_chart_points,emotion_disgust,64426,0.03537142542
observation,total_chart_points,emotion_embarrassment,64426,0.02339688239
observation,total_chart_points,emotion_excitement,64426,0.0543325441
observation,total_chart_points,emotion_fear,64426,0.04733042644
observation,total_chart_points,emotion_gratitude,64426,-0.02575707992
observation,total_chart_points,emotion_grief,64426,0.004904830587
observation,total_chart_points,emotion_joy,64426,0.01376306275
observation,total_chart_points,emotion_love,64426,0.03643864653
observation,total_chart_points,emotion_nervousness,64426,0.04478314919
observation,total_chart_points,emotion_optimism,64426,0.04393401857
observation,total_chart_points,emotion_pride,64426,0.008709041807
observation,total_chart_points,emotion_realization,64426,-0.001934927523
observation,total_chart_points,emotion_relief,64426,0.001894749265
observation,total_chart_points,emotion_remorse,64426,0.01565516002
observation,total_chart_points,emotion_sadness,64426,0.00410267248
observation,total_chart_points,emotion_surprise,64426,0.04692082469
observation,total_chart_points,emotion_neutral,64426,-0.03972331903
observation,total_chart_points,sentiment_negative,64426,-0.01654741864
observation,total_chart_points,sentiment_neutral,64426,0.02068334069
observation,total_chart_points,sentiment_positive,64426,0.01797971294
observation,snapshot_months_selected,mb_duration_median_seconds,67313,0.1659982428
observation,snapshot_months_selected,ll_sexual_content,64422,0.09272541603
observation,snapshot_months_selected,ll_violence,64422,0.07263456496
observation,snapshot_months_selected,ll_explicit_language,64422,0.1506618789
observation,snapshot_months_selected,ll_substance_use,64422,0.121506561
observation,snapshot_months_selected,detox_toxicity,64426,0.1437950091
observation,snapshot_months_selected,detox_severe_toxicity,64426,0.1521026986
observation,snapshot_months_selected,detox_obscene,64426,0.1705089776
observation,snapshot_months_selected,detox_threat,64426,0.145613011
observation,snapshot_months_selected,detox_insult,64426,0.1185039237
observation,snapshot_months_selected,detox_identity_attack,64426,0.1000256701
observation,snapshot_months_selected,detox_sexual_explicit,64426,0.1415761986
observation,snapshot_months_selected,emotion_admiration,64426,-0.005409949244
observation,snapshot_months_selected,emotion_amusement,64426,0.01454908245
observation,snapshot_months_selected,emotion_anger,64426,0.06721959075
observation,snapshot_months_selected,emotion_annoyance,64426,0.07566149267
observation,snapshot_months_selected,emotion_approval,64426,0.02936976356
observation,snapshot_months_selected,emotion_caring,64426,0.002055159404
observation,snapshot_months_selected,emotion_confusion,64426,0.07357649582
observation,snapshot_months_selected,emotion_curiosity,64426,0.07478714557
observation,snapshot_months_selected,emotion_desire,64426,0.04414583995
observation,snapshot_months_selected,emotion_disappointment,64426,0.01983706228
observation,snapshot_months_selected,emotion_disapproval,64426,0.04422372763
observation,snapshot_months_selected,emotion_disgust,64426,0.05587231377
observation,snapshot_months_selected,emotion_embarrassment,64426,0.03388789393
observation,snapshot_months_selected,emotion_excitement,64426,0.02649167362
observation,snapshot_months_selected,emotion_fear,64426,0.03367214577
observation,snapshot_months_selected,emotion_gratitude,64426,-0.05063006072
observation,snapshot_months_selected,emotion_grief,64426,-0.02258541077
observation,snapshot_months_selected,emotion_joy,64426,-0.02053691158
observation,snapshot_months_selected,emotion_love,64426,-0.004652242371
observation,snapshot_months_selected,emotion_nervousness,64426,0.026250339
observation,snapshot_months_selected,emotion_optimism,64426,0.04142742324
observation,snapshot_months_selected,emotion_pride,64426,-0.004714827636
observation,snapshot_months_selected,emotion_realization,64426,0.001388682089
observation,snapshot_months_selected,emotion_relief,64426,-0.02423259748
observation,snapshot_months_selected,emotion_remorse,64426,-0.008339801273
observation,snapshot_months_selected,emotion_sadness,64426,-0.01546829292
observation,snapshot_months_selected,emotion_surprise,64426,0.03145632211
observation,snapshot_months_selected,emotion_neutral,64426,-0.01285251164
observation,snapshot_months_selected,sentiment_negative,64426,0.02355330136
observation,snapshot_months_selected,sentiment_neutral,64426,0.03609871528
observation,snapshot_months_selected,sentiment_positive,64426,-0.02328243628
observation,mb_duration_median_seconds,ll_sexual_content,56230,0.003071307835
observation,mb_duration_median_seconds,ll_violence,56230,0.07357458179
observation,mb_duration_median_seconds,ll_explicit_language,56230,0.01483669496
observation,mb_duration_median_seconds,ll_substance_use,56230,0.002018645207
observation,mb_duration_median_seconds,detox_toxicity,56232,0.01367983327
observation,mb_duration_median_seconds,detox_severe_toxicity,56232,0.02658296403
observation,mb_duration_median_seconds,detox_obscene,56232,0.02327876001
observation,mb_duration_median_seconds,detox_threat,56232,0.02182220964
observation,mb_duration_median_seconds,detox_insult,56232,0.0008547476561
observation,mb_duration_median_seconds,detox_identity_attack,56232,0.004435343022
observation,mb_duration_median_seconds,detox_sexual_explicit,56232,0.02822831567
observation,mb_duration_median_seconds,emotion_admiration,56232,-0.02621307102
observation,mb_duration_median_seconds,emotion_amusement,56232,-0.08981890645
observation,mb_duration_median_seconds,emotion_anger,56232,0.00788046257
observation,mb_duration_median_seconds,emotion_annoyance,56232,0.02375642384
observation,mb_duration_median_seconds,emotion_approval,56232,0.04162861375
observation,mb_duration_median_seconds,emotion_caring,56232,0.06152472386
observation,mb_duration_median_seconds,emotion_confusion,56232,0.07500037358
observation,mb_duration_median_seconds,emotion_curiosity,56232,0.06999865206
observation,mb_duration_median_seconds,emotion_desire,56232,0.06353396253
observation,mb_duration_median_seconds,emotion_disappointment,56232,0.05619933058
observation,mb_duration_median_seconds,emotion_disapproval,56232,0.0427515345
observation,mb_duration_median_seconds,emotion_disgust,56232,-0.001234531367
observation,mb_duration_median_seconds,emotion_embarrassment,56232,0.01533362571
observation,mb_duration_median_seconds,emotion_excitement,56232,-0.01004898569
observation,mb_duration_median_seconds,emotion_fear,56232,0.07994671672
observation,mb_duration_median_seconds,emotion_gratitude,56232,-0.03228125866
observation,mb_duration_median_seconds,emotion_grief,56232,0.04336990669
observation,mb_duration_median_seconds,emotion_joy,56232,-0.03950854761
observation,mb_duration_median_seconds,emotion_love,56232,0.005966830377
observation,mb_duration_median_seconds,emotion_nervousness,56232,0.07987487324
observation,mb_duration_median_seconds,emotion_optimism,56232,0.08170205507
observation,mb_duration_median_seconds,emotion_pride,56232,-0.02104744714
observation,mb_duration_median_seconds,emotion_realization,56232,0.0592279698
